conv_id,text,predicted_intent,confidence,intent_id
4811,@AmazonHelp can i pay with Amazon pay balance account for one year prime membership?? Plz reply,subscription_membership,80.0,10
4812,@115821 Your swipe to buy button is awful. 50% of the time it doesn't complete an order. Why did you mess with perfection??,app_or_site_technical,70.0,
4813,".@117093 adds $5 default tips now, so on top of $15 monthly fee, add in $20 a month in tips and now I pay $420 per year. Not worth it.",general_feedback_or_praise,70.0,
4814,extremely arrogant cust exec actually statd tht if I order somethg from @115821 @AmazonHelp  I NEED 2 STAY PUT.whch is 8 hrs @115851 1/2,delivery_problem,75.0,2
4815,@AmazonHelp Your tracking says delivery today but the tracker hasn't been updated from last night. Can you help me please. AR100009146,order_status,80.0,1
4816,@AmazonHelp @115850 this is the third time its happening your delivery agents are not responding and even the customer service is worst.,delivery_problem,85.0,2
4817,1/2 @115830 I don't understand your reasoning on why these two papers were sent separately and in all this cardboard??? https://t.co/jyRyUwEBWg,other,50.0,
4818,Thank you @115850 . For delivering this one the day of release. You guys just made my day! https://t.co/ydNXpsgV1V,general_feedback_or_praise,80.0,11
4819,"beware of items you get during @115821.in sale. Just rcvd a washing machine with missing parts, also has damages.",product_defect,85.0,6
4820,@115850 Hey Amazon I have not received my order whereas it is being shown as delivered,delivery_problem,90.0,2
4821,"Fake Treasure Hunt by @115850  Every time I get Login option when click on Claim Free, and it becomes sold out 😡😡😡😡",other,50.0,
4822,"@115850 i hv ordered a key board on 4th octobar,amazon showed me delivery will b completed today.but i hv'nt get it yet.worst service.",delivery_problem,90.0,2
4823,"@115850 Order# 406-5800747-6903562, supposed to be delivered today and its not
yet but i'm getting a text msg stating tht its delivered",delivery_problem,85.0,2
4824,@AmazonHelp I ordered feom amazon and i didnt receive that parcel but delivery person marked that as delivered. Please help asap,delivery_problem,90.0,2
4825,What's happening @115821?  How does a 2 day shipment turn into 5 days?  #somuchforprime @AmazonHelp,order_status,80.0,1
4826,Thank you @116316 . How can I turn this off to get offers for the deodorant I want to order? https://t.co/2YB2XQjnyn,other,50.0,
4827,@118919 Today delivery boy refused to deliver my package in Dibrugarh. How can we buy goods in this way? #AmazonGreatIndianFestival https://t.co/6i9T4VLnez,delivery_problem,90.0,2
4828,@AmazonHelp I have lost faith in your company after what I did to me and my account,account_access,60.0,
4829,@115850 Placed an order with scheduled delivery today after 5PM. The delivery attempt was made at wrong time and wrongly updated failed.,delivery_problem,85.0,2
4830,Haven't received my delivery yet despite which got the delivery confirmation message!! @115850 I have NOT signed anywhere. https://t.co/Bc2vVLS6Ss,delivery_problem,85.0,2
4831,@AmazonHelp and now treating me for being an Indian customer by sending fraud emails from Amazon UK is really hurtful and somewhat absurd,account_access,60.0,
4832,It seems .@115821 .@Amazonhelp can't seem to get our orders delivered to our address. #Inept #NoCustomerService,delivery_problem,85.0,2
4833,https://t.co/5U2TMBaK8y nobody calls me.And then i get a message that i was unavailable and so the delivery wasn't made. badservice,delivery_problem,80.0,2
4834,"@AmazonHelp This gift voucher promo, there is no 'Click to register' button anywhere on the page? https://t.co/lNmf7Qdqiv",app_or_site_technical,75.0,8
4835,amazon delivery notification just showed up on my phone with a picture the delivery person took of my house from like 100 yards away. thanks,general_feedback_or_praise,80.0,11
4836,Hey @115850 Check your DM and Respond please.,other,50.0,
4837,At laaast🎶! I'm not mad at u anymore for the delay...I FORGIVE YOU @116928! #LSSC #StephenColbert #MidnightConfessions #MyCuteSinner https://t.co/9B5jfglret,general_feedback_or_praise,70.0,
4838,"@115850 ordered a sandwch maker, delivered broken the 1st tm, returned and they sent the same back..stupid amzon https://t.co/x4SLIwNyBz",product_defect,90.0,6
4839,"@AmazonHelp KS i suggest if you check your system before start nagging the customer,I hve already filled my details.",other,50.0,
4840,"Totally fake commitments @115850 @115821 @115821 product not delivered after two attempts. No call, no notifications",delivery_problem,85.0,2
4841,"@AmazonHelp plz help - need books urgently (for work &amp; a gift) but only one even has option of 1-day delivery, &amp; it says 1 day = Sat 14th!",order_status,75.0,1
4842,@115850 how do I contact your customer care call center?Not able to get to talk to an actual human and the automated system is not helping,account_access,70.0,
4843,@115850 pathetic service a d useless staff,general_feedback_or_praise,60.0,
4844,Hey @amazonhelp you sent me a link to complete but for some reason it's linkied to my spouse's account. What is going on?,account_access,75.0,7
4845,".@115850 Recd a msg for attempted product delivery but I didn't get anyone trying.  

Now suggests delivery today but I have no call/msg",delivery_problem,80.0,2
4846,"Well chuffed, my Bose headphones kept losing noise cancellation in one ear. Emailed @115821 and they've sent a replacement straight out.",general_feedback_or_praise,80.0,11
4847,"@115850, is this the way to deliver. No invoice, crappy packaging, broken box!!! Are you Amazon or a roadside retailer? https://t.co/f0tUmcMEnE",product_defect,90.0,6
4848,@121284 can i have one more invite 🤤🤤🤤,other,50.0,
4849,@115850 @AmazonHelp :why there is no result or any other information for winner's of these contests ..I have participated in many (1/1) https://t.co/4ZJbj8jc3m,other,50.0,
4850,"Another pre-order botching with @115821 This isn't just any old book, can you believe these guys @217158? https://t.co/d2bFqwEJNI",other,50.0,
4851,Slightly excessive packaging @115830 .... https://t.co/JDhGBJbNfN,general_feedback_or_praise,70.0,
4852,@AmazonHelp being a prime member i am enjoying services like poor delivery. Best no on time delivery. Best poor product to name a few.,general_feedback_or_praise,75.0,11
4853,"@116935 please fix the bugs in your app. When trying to play songs using Apple Carplay, it gets hung up and ""failed to load content"" error shows up. Any help with this issue would be helpful!",app_or_site_technical,85.0,8
4854,@119625 why can't I find your app on apple tv? Would love it there.,app_or_site_technical,80.0,8
4855,@115830 My login email and password have been changed without my consent and i can't log into my account to change. Please help urgently!,account_access,90.0,7
4856,@AmazonHelp do I get charged straight away if I purchased an  item on pre order ?,billing_or_payment,60.0,
4857,@115821 When will we be able to pre-order #ELJames #Darker #ChristiansPOV since it has a Nov 28 date????,order_status,70.0,
4858,"Pathetic from @115850
@AmazonHelp i had to cancel my order just because i mistakenly order for a older address, worst order management",cancellation_or_change,80.0,4
4859,@115830 Can’t believe I’ve only just discovered the Prime same day delivery service!! I’m liking it! 😁😁👍,general_feedback_or_praise,75.0,11
4860,@115821 thanks for shipping a subscription item that I turned off 4 months ago. WTF,subscription_membership,80.0,10
4861,Don't ever mess with me again @17256 and @115850. God help anyone who doesn't deliver my gifts to my kids on time.,delivery_problem,85.0,2
4862,@AmazonHelp my order is showing canceled in the system. may I know the reason?,cancellation_or_change,70.0,
4863,I ❤️ you @115821 but WHY... such a #waste of #packaging material and space 🤦🏽‍♀️ #amazonfail #Sustainability https://t.co/3hkjIBvG9j,general_feedback_or_praise,65.0,
4864,@AmazonHelp I am not able to return my Order. Even though it was ordered with returned policy. Please help.,refund_or_return,85.0,3
4865,"@118919 
Amazon it's seriously not expected from you 2 days guarantee delivery product still not reached me today's 3rd",delivery_problem,90.0,2
4866,@AmazonHelp How is this possible? I'm trying to buy the official Sony charge cable for PS4 controllers and I CANNOT FIND IT! Help me please.,other,60.0,
4867,.@115850 very nice service . Look at these SS n do needful order No. is - # 171 - 3764860-5084322 . https://t.co/wcqCIXYCwn,general_feedback_or_praise,60.0,
4868,@115850 how to claim my warranty I purchase 1 more earphone from amazon india...,other,60.0,
4869,@117093 waited for my groceries to come last night. They never did. What kind of business is that? No communication at all.,delivery_problem,90.0,2
4870,@115830 is a box this big with yards of paper really necessary? What a waste https://t.co/BliH1ziBfe,general_feedback_or_praise,70.0,
4871,@AmazonHelp your words speak your actions,general_feedback_or_praise,70.0,
4872,"@115821 Reschedules are not maintained,Amazon agent doesn't pick up,delivery guy is given wrong route.Very Unhappy with the service",delivery_problem,90.0,2
4873,@115850 your delivery people are falsely marking package delivered even thought it is not delivered just to meet delivery promise. Often.,delivery_problem,95.0,2
4874,"@AmazonHelp I ordered my Prime package the 1st, it was supposed to get here the 3rd, and every time I track it it says ""arriving tonight""",order_status,85.0,1
4875,".@115821 @13914 produce a timeout fail! :-(
https://t.co/X0hq8AV6FU",app_or_site_technical,70.0,
4876,@AmazonHelp hi! Any idea what this says please?? https://t.co/7rLDCbtjtl,other,50.0,
4877,@AmazonHelp I just got a message saying my order couldn’t be delivered as I wasn’t available. This is incorrect - I was available all day.,delivery_problem,85.0,2
4878,"@115821 Hello? You were quick to respond initially, but now I haven't heard back.  Can you please help?",other,60.0,
4879,"@115850 Extremely disappointed to inform that a 1 day delivery, that was supposed to hv received yesterday hasn't been delivered evn tdy.",delivery_problem,90.0,2
4880,Are you guys willing to sponsor a school tech event? @115850,other,50.0,
4881,@AmazonHelp where can I get info on if y'all are an authorized dealer for items? Seller is https://t.co/YdAcjFigpC themselves,other,60.0,
4882,@AmazonHelp So your driver delivers next doors parcel down the side of OUR house and pulls the gate off the wall!!! It’s locked for a reason https://t.co/5qRSVH15Su,delivery_problem,90.0,2
4883,"Order a USB-C dongle, get a 9V battery? Thanks Amazon marketplace... Sigh. https://t.co/3vxh3ISx0K",product_defect,80.0,6
4884,@115850 @134682 y do u guys always screw your loyal customers? @115851. #AmazonFail #FedexFail https://t.co/DlRdmnW4i7,general_feedback_or_praise,70.0,
4885,"So I ordered @217158 's new book back in February, supposed to be delivered today and it hasn't even shipped yet.  Awesome, @115821",order_status,85.0,1
4886,@115850 @132994 Can we expect any #DiwaliDhamaka  offer on #OnePlus5 ? Or it wll be like it is now? #Offers #FestiveSeason #64GB,other,50.0,
4887,"@115850 @115851 Recd my order. Packaging was not sealed at all. Contents could've been stolen! cud have been a disaster. There are other orders pending - now I'm scared because I've lost a phone earlier during shipment. Please work on it.
#Feedback",product_defect,85.0,6
